Array size,Fill function,Pivot function,Time elapsed[s]
450000,Only 0 to 100 values,Median of 3 elements,0.193
450000,Non-decreasing,Median of 3 elements,0.86
460000,Random,Median of 3 elements,0.958
460000,Only 0 to 100 values,Median of 3 elements,0.181
460000,Non-decreasing,Median of 3 elements,0.912
470000,Random,Median of 3 elements,0.932
470000,Only 0 to 100 values,Median of 3 elements,0.201
470000,Non-decreasing,Median of 3 elements,0.906
480000,Random,Median of 3 elements,0.982
480000,Only 0 to 100 values,Median of 3 elements,0.2
480000,Non-decreasing,Median of 3 elements,0.953
490000,Random,Median of 3 elements,0.978
490000,Only 0 to 100 values,Median of 3 elements,0.189
490000,Non-decreasing,Median of 3 elements,0.975
500000,Random,Median of 3 elements,1.058
500000,Only 0 to 100 values,Median of 3 elements,0.198
500000,Non-decreasing,Median of 3 elements,0.993
510000,Random,Median of 3 elements,1.059
510000,Only 0 to 100 values,Median of 3 elements,0.209
510000,Non-decreasing,Median of 3 elements,1.016
520000,Random,Median of 3 elements,1.062
520000,Only 0 to 100 values,Median of 3 elements,0.207
520000,Non-decreasing,Median of 3 elements,1.036
530000,Random,Median of 3 elements,1.086
530000,Only 0 to 100 values,Median of 3 elements,0.212
530000,Non-decreasing,Median of 3 elements,1.057
540000,Random,Median of 3 elements,1.127
540000,Only 0 to 100 values,Median of 3 elements,0.216
540000,Non-decreasing,Median of 3 elements,1.081
550000,Random,Median of 3 elements,1.136
550000,Only 0 to 100 values,Median of 3 elements,0.219
550000,Non-decreasing,Median of 3 elements,1.101
560000,Random,Median of 3 elements,1.168
560000,Only 0 to 100 values,Median of 3 elements,0.238
560000,Non-decreasing,Median of 3 elements,1.121
570000,Random,Median of 3 elements,1.214
570000,Only 0 to 100 values,Median of 3 elements,0.233
570000,Non-decreasing,Median of 3 elements,1.142
580000,Random,Median of 3 elements,1.203
580000,Only 0 to 100 values,Median of 3 elements,0.237
580000,Non-decreasing,Median of 3 elements,1.163
590000,Random,Median of 3 elements,1.207
590000,Only 0 to 100 values,Median of 3 elements,0.252
590000,Non-decreasing,Median of 3 elements,1.184
600000,Random,Median of 3 elements,1.243
600000,Only 0 to 100 values,Median of 3 elements,0.258
600000,Non-decreasing,Median of 3 elements,1.206
610000,Random,Median of 3 elements,1.266
610000,Only 0 to 100 values,Median of 3 elements,0.27
610000,Non-decreasing,Median of 3 elements,1.226
620000,Random,Median of 3 elements,1.305
620000,Only 0 to 100 values,Median of 3 elements,0.278
620000,Non-decreasing,Median of 3 elements,1.249
630000,Random,Median of 3 elements,1.315
630000,Only 0 to 100 values,Median of 3 elements,0.248
630000,Non-decreasing,Median of 3 elements,1.267
640000,Random,Median of 3 elements,1.344
640000,Only 0 to 100 values,Median of 3 elements,0.249
640000,Non-decreasing,Median of 3 elements,1.289
650000,Random,Median of 3 elements,1.362
650000,Only 0 to 100 values,Median of 3 elements,0.253
650000,Non-decreasing,Median of 3 elements,1.31
660000,Random,Median of 3 elements,1.386
660000,Only 0 to 100 values,Median of 3 elements,0.263
660000,Non-decreasing,Median of 3 elements,1.332
670000,Random,Median of 3 elements,1.404
670000,Only 0 to 100 values,Median of 3 elements,0.263
670000,Non-decreasing,Median of 3 elements,1.354
680000,Random,Median of 3 elements,1.425
680000,Only 0 to 100 values,Median of 3 elements,0.28
680000,Non-decreasing,Median of 3 elements,1.373
690000,Random,Median of 3 elements,1.454
690000,Only 0 to 100 values,Median of 3 elements,0.3
690000,Non-decreasing,Median of 3 elements,1.395
700000,Random,Median of 3 elements,1.432
700000,Only 0 to 100 values,Median of 3 elements,0.301
700000,Non-decreasing,Median of 3 elements,1.415
710000,Random,Median of 3 elements,1.515
710000,Only 0 to 100 values,Median of 3 elements,0.266
710000,Non-decreasing,Median of 3 elements,1.438
720000,Random,Median of 3 elements,1.506
720000,Only 0 to 100 values,Median of 3 elements,0.295
720000,Non-decreasing,Median of 3 elements,1.445
730000,Random,Median of 3 elements,1.553
730000,Only 0 to 100 values,Median of 3 elements,0.289
730000,Non-decreasing,Median of 3 elements,1.48
740000,Random,Median of 3 elements,1.565
740000,Only 0 to 100 values,Median of 3 elements,0.329
740000,Non-decreasing,Median of 3 elements,1.502
750000,Random,Median of 3 elements,1.598
750000,Only 0 to 100 values,Median of 3 elements,0.304
750000,Non-decreasing,Median of 3 elements,1.526
760000,Random,Median of 3 elements,1.656
760000,Only 0 to 100 values,Median of 3 elements,0.299
760000,Non-decreasing,Median of 3 elements,1.545
770000,Random,Median of 3 elements,1.613
770000,Only 0 to 100 values,Median of 3 elements,0.307
770000,Non-decreasing,Median of 3 elements,1.565
780000,Random,Median of 3 elements,1.625
780000,Only 0 to 100 values,Median of 3 elements,0.322
780000,Non-decreasing,Median of 3 elements,1.589
790000,Random,Median of 3 elements,1.715
790000,Only 0 to 100 values,Median of 3 elements,0.341
790000,Non-decreasing,Median of 3 elements,1.611
800000,Random,Median of 3 elements,1.746
800000,Only 0 to 100 values,Median of 3 elements,0.326
800000,Non-decreasing,Median of 3 elements,1.631
810000,Random,Median of 3 elements,1.712
810000,Only 0 to 100 values,Median of 3 elements,0.31
810000,Non-decreasing,Median of 3 elements,1.651
820000,Random,Median of 3 elements,1.703
820000,Only 0 to 100 values,Median of 3 elements,0.33
820000,Non-decreasing,Median of 3 elements,1.673
830000,Random,Median of 3 elements,1.742
830000,Only 0 to 100 values,Median of 3 elements,0.371
830000,Non-decreasing,Median of 3 elements,1.665
840000,Random,Median of 3 elements,1.782
840000,Only 0 to 100 values,Median of 3 elements,0.354
840000,Non-decreasing,Median of 3 elements,1.686
850000,Random,Median of 3 elements,1.782
850000,Only 0 to 100 values,Median of 3 elements,0.33
850000,Non-decreasing,Median of 3 elements,1.706
860000,Random,Median of 3 elements,1.82
860000,Only 0 to 100 values,Median of 3 elements,0.342
860000,Non-decreasing,Median of 3 elements,1.759
870000,Random,Median of 3 elements,1.806
870000,Only 0 to 100 values,Median of 3 elements,0.356
870000,Non-decreasing,Median of 3 elements,1.751
880000,Random,Median of 3 elements,1.862
880000,Only 0 to 100 values,Median of 3 elements,0.34
880000,Non-decreasing,Median of 3 elements,1.802
890000,Random,Median of 3 elements,1.876
890000,Only 0 to 100 values,Median of 3 elements,0.359
890000,Non-decreasing,Median of 3 elements,1.826
900000,Random,Median of 3 elements,1.888
900000,Only 0 to 100 values,Median of 3 elements,0.409
900000,Non-decreasing,Median of 3 elements,1.848
910000,Random,Median of 3 elements,1.944
910000,Only 0 to 100 values,Median of 3 elements,0.354
910000,Non-decreasing,Median of 3 elements,1.868
920000,Random,Median of 3 elements,1.946
920000,Only 0 to 100 values,Median of 3 elements,0.388
920000,Non-decreasing,Median of 3 elements,1.888
930000,Random,Median of 3 elements,1.975
930000,Only 0 to 100 values,Median of 3 elements,0.366
930000,Non-decreasing,Median of 3 elements,1.911
940000,Random,Median of 3 elements,2.007
940000,Only 0 to 100 values,Median of 3 elements,0.37
940000,Non-decreasing,Median of 3 elements,1.932
950000,Random,Median of 3 elements,2.053
950000,Only 0 to 100 values,Median of 3 elements,0.385
950000,Non-decreasing,Median of 3 elements,1.951
960000,Random,Median of 3 elements,2.027
960000,Only 0 to 100 values,Median of 3 elements,0.388
960000,Non-decreasing,Median of 3 elements,1.974
970000,Random,Median of 3 elements,2.064
970000,Only 0 to 100 values,Median of 3 elements,0.399
970000,Non-decreasing,Median of 3 elements,1.994
980000,Random,Median of 3 elements,2.024
980000,Only 0 to 100 values,Median of 3 elements,0.422
980000,Non-decreasing,Median of 3 elements,2.017
990000,Random,Median of 3 elements,2.148
990000,Only 0 to 100 values,Median of 3 elements,0.363
990000,Non-decreasing,Median of 3 elements,2.013
1000000,Random,Median of 3 elements,2.171
1000000,Only 0 to 100 values,Median of 3 elements,0.398
1000000,Non-decreasing,Median of 3 elements,2.059
10000,Random,Median of 5 elements,0.018
10000,Only 0 to 100 values,Median of 5 elements,0.004
10000,Non-decreasing,Median of 5 elements,0.018
20000,Random,Median of 5 elements,0.036
20000,Only 0 to 100 values,Median of 5 elements,0.008
20000,Non-decreasing,Median of 5 elements,0.037
30000,Random,Median of 5 elements,0.056
30000,Only 0 to 100 values,Median of 5 elements,0.012
30000,Non-decreasing,Median of 5 elements,0.056
40000,Random,Median of 5 elements,0.075
40000,Only 0 to 100 values,Median of 5 elements,0.015
40000,Non-decreasing,Median of 5 elements,0.076
50000,Random,Median of 5 elements,0.096
50000,Only 0 to 100 values,Median of 5 elements,0.019
50000,Non-decreasing,Median of 5 elements,0.097
60000,Random,Median of 5 elements,0.116
60000,Only 0 to 100 values,Median of 5 elements,0.024
60000,Non-decreasing,Median of 5 elements,0.118
70000,Random,Median of 5 elements,0.137
70000,Only 0 to 100 values,Median of 5 elements,0.03
70000,Non-decreasing,Median of 5 elements,0.138
80000,Random,Median of 5 elements,0.159
80000,Only 0 to 100 values,Median of 5 elements,0.032
80000,Non-decreasing,Median of 5 elements,0.158
90000,Random,Median of 5 elements,0.18
90000,Only 0 to 100 values,Median of 5 elements,0.034
90000,Non-decreasing,Median of 5 elements,0.179
100000,Random,Median of 5 elements,0.202
100000,Only 0 to 100 values,Median of 5 elements,0.037
100000,Non-decreasing,Median of 5 elements,0.201
110000,Random,Median of 5 elements,0.221
110000,Only 0 to 100 values,Median of 5 elements,0.042
110000,Non-decreasing,Median of 5 elements,0.223
120000,Random,Median of 5 elements,0.239
120000,Only 0 to 100 values,Median of 5 elements,0.05
120000,Non-decreasing,Median of 5 elements,0.243
130000,Random,Median of 5 elements,0.259
130000,Only 0 to 100 values,Median of 5 elements,0.052
130000,Non-decreasing,Median of 5 elements,0.265
140000,Random,Median of 5 elements,0.283
140000,Only 0 to 100 values,Median of 5 elements,0.054
140000,Non-decreasing,Median of 5 elements,0.286
150000,Random,Median of 5 elements,0.305
150000,Only 0 to 100 values,Median of 5 elements,0.06
150000,Non-decreasing,Median of 5 elements,0.307
160000,Random,Median of 5 elements,0.324
160000,Only 0 to 100 values,Median of 5 elements,0.062
160000,Non-decreasing,Median of 5 elements,0.328
170000,Random,Median of 5 elements,0.352
170000,Only 0 to 100 values,Median of 5 elements,0.068
170000,Non-decreasing,Median of 5 elements,0.351
180000,Random,Median of 5 elements,0.369
180000,Only 0 to 100 values,Median of 5 elements,0.068
180000,Non-decreasing,Median of 5 elements,0.372
190000,Random,Median of 5 elements,0.39
190000,Only 0 to 100 values,Median of 5 elements,0.071
190000,Non-decreasing,Median of 5 elements,0.393
200000,Random,Median of 5 elements,0.409
200000,Only 0 to 100 values,Median of 5 elements,0.076
200000,Non-decreasing,Median of 5 elements,0.417
210000,Random,Median of 5 elements,0.431
210000,Only 0 to 100 values,Median of 5 elements,0.08
210000,Non-decreasing,Median of 5 elements,0.437
220000,Random,Median of 5 elements,0.454
220000,Only 0 to 100 values,Median of 5 elements,0.084
220000,Non-decreasing,Median of 5 elements,0.461
230000,Random,Median of 5 elements,0.477
230000,Only 0 to 100 values,Median of 5 elements,0.087
230000,Non-decreasing,Median of 5 elements,0.481
240000,Random,Median of 5 elements,0.498
240000,Only 0 to 100 values,Median of 5 elements,0.089
240000,Non-decreasing,Median of 5 elements,0.502
250000,Random,Median of 5 elements,0.519
250000,Only 0 to 100 values,Median of 5 elements,0.096
250000,Non-decreasing,Median of 5 elements,0.525
260000,Random,Median of 5 elements,0.542
260000,Only 0 to 100 values,Median of 5 elements,0.1
260000,Non-decreasing,Median of 5 elements,0.546
270000,Random,Median of 5 elements,0.56
270000,Only 0 to 100 values,Median of 5 elements,0.106
270000,Non-decreasing,Median of 5 elements,0.569
280000,Random,Median of 5 elements,0.587
280000,Only 0 to 100 values,Median of 5 elements,0.111
280000,Non-decreasing,Median of 5 elements,0.59
290000,Random,Median of 5 elements,0.603
290000,Only 0 to 100 values,Median of 5 elements,0.112
290000,Non-decreasing,Median of 5 elements,0.612
300000,Random,Median of 5 elements,0.627
300000,Only 0 to 100 values,Median of 5 elements,0.113
300000,Non-decreasing,Median of 5 elements,0.636
310000,Random,Median of 5 elements,0.655
310000,Only 0 to 100 values,Median of 5 elements,0.117
310000,Non-decreasing,Median of 5 elements,0.658
320000,Random,Median of 5 elements,0.679
320000,Only 0 to 100 values,Median of 5 elements,0.132
320000,Non-decreasing,Median of 5 elements,0.681
330000,Random,Median of 5 elements,0.695
330000,Only 0 to 100 values,Median of 5 elements,0.125
330000,Non-decreasing,Median of 5 elements,0.702
340000,Random,Median of 5 elements,0.716
340000,Only 0 to 100 values,Median of 5 elements,0.128
340000,Non-decreasing,Median of 5 elements,0.722
350000,Random,Median of 5 elements,0.747
350000,Only 0 to 100 values,Median of 5 elements,0.133
350000,Non-decreasing,Median of 5 elements,0.746
360000,Random,Median of 5 elements,0.723
360000,Only 0 to 100 values,Median of 5 elements,0.138
360000,Non-decreasing,Median of 5 elements,0.746
370000,Random,Median of 5 elements,0.789
370000,Only 0 to 100 values,Median of 5 elements,0.141
370000,Non-decreasing,Median of 5 elements,0.791
380000,Random,Median of 5 elements,0.809
380000,Only 0 to 100 values,Median of 5 elements,0.141
380000,Non-decreasing,Median of 5 elements,0.812
390000,Random,Median of 5 elements,0.826
390000,Only 0 to 100 values,Median of 5 elements,0.159
390000,Non-decreasing,Median of 5 elements,0.837
400000,Random,Median of 5 elements,0.856
400000,Only 0 to 100 values,Median of 5 elements,0.157
400000,Non-decreasing,Median of 5 elements,0.858
410000,Random,Median of 5 elements,0.871
410000,Only 0 to 100 values,Median of 5 elements,0.163
410000,Non-decreasing,Median of 5 elements,0.88
420000,Random,Median of 5 elements,0.896
420000,Only 0 to 100 values,Median of 5 elements,0.167
420000,Non-decreasing,Median of 5 elements,0.903
430000,Random,Median of 5 elements,0.889
430000,Only 0 to 100 values,Median of 5 elements,0.172
430000,Non-decreasing,Median of 5 elements,0.927
440000,Random,Median of 5 elements,0.936
440000,Only 0 to 100 values,Median of 5 elements,0.172
440000,Non-decreasing,Median of 5 elements,0.949
450000,Random,Median of 5 elements,0.966
450000,Only 0 to 100 values,Median of 5 elements,0.178
450000,Non-decreasing,Median of 5 elements,0.971
460000,Random,Median of 5 elements,0.998
460000,Only 0 to 100 values,Median of 5 elements,0.176
460000,Non-decreasing,Median of 5 elements,0.994
470000,Random,Median of 5 elements,1.012
470000,Only 0 to 100 values,Median of 5 elements,0.193
470000,Non-decreasing,Median of 5 elements,1.017
480000,Random,Median of 5 elements,1.03
480000,Only 0 to 100 values,Median of 5 elements,0.193
480000,Non-decreasing,Median of 5 elements,1.039
490000,Random,Median of 5 elements,1.067
490000,Only 0 to 100 values,Median of 5 elements,0.183
490000,Non-decreasing,Median of 5 elements,1.061
500000,Random,Median of 5 elements,1.088
500000,Only 0 to 100 values,Median of 5 elements,0.192
500000,Non-decreasing,Median of 5 elements,1.084
510000,Random,Median of 5 elements,1.102
510000,Only 0 to 100 values,Median of 5 elements,0.204
510000,Non-decreasing,Median of 5 elements,1.107
520000,Random,Median of 5 elements,1.119
520000,Only 0 to 100 values,Median of 5 elements,0.195
520000,Non-decreasing,Median of 5 elements,1.128
530000,Random,Median of 5 elements,1.147
530000,Only 0 to 100 values,Median of 5 elements,0.202
530000,Non-decreasing,Median of 5 elements,1.152
540000,Random,Median of 5 elements,1.171
540000,Only 0 to 100 values,Median of 5 elements,0.208
540000,Non-decreasing,Median of 5 elements,1.175
550000,Random,Median of 5 elements,1.195
550000,Only 0 to 100 values,Median of 5 elements,0.206
550000,Non-decreasing,Median of 5 elements,1.198
560000,Random,Median of 5 elements,1.213
560000,Only 0 to 100 values,Median of 5 elements,0.223
560000,Non-decreasing,Median of 5 elements,1.22
570000,Random,Median of 5 elements,1.246
570000,Only 0 to 100 values,Median of 5 elements,0.213
570000,Non-decreasing,Median of 5 elements,1.242
580000,Random,Median of 5 elements,1.258
580000,Only 0 to 100 values,Median of 5 elements,0.236
580000,Non-decreasing,Median of 5 elements,1.265
590000,Random,Median of 5 elements,1.287
590000,Only 0 to 100 values,Median of 5 elements,0.221
590000,Non-decreasing,Median of 5 elements,1.287
600000,Random,Median of 5 elements,1.298
600000,Only 0 to 100 values,Median of 5 elements,0.237
600000,Non-decreasing,Median of 5 elements,1.31
610000,Random,Median of 5 elements,1.317
610000,Only 0 to 100 values,Median of 5 elements,0.228
610000,Non-decreasing,Median of 5 elements,1.333
620000,Random,Median of 5 elements,1.345
620000,Only 0 to 100 values,Median of 5 elements,0.227
620000,Non-decreasing,Median of 5 elements,1.358
630000,Random,Median of 5 elements,1.369
630000,Only 0 to 100 values,Median of 5 elements,0.235
630000,Non-decreasing,Median of 5 elements,1.379
640000,Random,Median of 5 elements,1.394
640000,Only 0 to 100 values,Median of 5 elements,0.246
640000,Non-decreasing,Median of 5 elements,1.39
650000,Random,Median of 5 elements,1.419
650000,Only 0 to 100 values,Median of 5 elements,0.25
650000,Non-decreasing,Median of 5 elements,1.424
660000,Random,Median of 5 elements,1.444
660000,Only 0 to 100 values,Median of 5 elements,0.25
660000,Non-decreasing,Median of 5 elements,1.448
670000,Random,Median of 5 elements,1.46
670000,Only 0 to 100 values,Median of 5 elements,0.253
670000,Non-decreasing,Median of 5 elements,1.472
680000,Random,Median of 5 elements,1.501
680000,Only 0 to 100 values,Median of 5 elements,0.252
680000,Non-decreasing,Median of 5 elements,1.494
690000,Random,Median of 5 elements,1.525
690000,Only 0 to 100 values,Median of 5 elements,0.309
690000,Non-decreasing,Median of 5 elements,1.517
700000,Random,Median of 5 elements,1.546
700000,Only 0 to 100 values,Median of 5 elements,0.276
700000,Non-decreasing,Median of 5 elements,1.54
710000,Random,Median of 5 elements,1.559
710000,Only 0 to 100 values,Median of 5 elements,0.289
710000,Non-decreasing,Median of 5 elements,1.562
720000,Random,Median of 5 elements,1.594
720000,Only 0 to 100 values,Median of 5 elements,0.279
720000,Non-decreasing,Median of 5 elements,1.585
730000,Random,Median of 5 elements,1.593
730000,Only 0 to 100 values,Median of 5 elements,0.284
730000,Non-decreasing,Median of 5 elements,1.61
740000,Random,Median of 5 elements,1.631
740000,Only 0 to 100 values,Median of 5 elements,0.279
740000,Non-decreasing,Median of 5 elements,1.632
750000,Random,Median of 5 elements,1.642
750000,Only 0 to 100 values,Median of 5 elements,0.29
750000,Non-decreasing,Median of 5 elements,1.635
760000,Random,Median of 5 elements,1.7
760000,Only 0 to 100 values,Median of 5 elements,0.302
760000,Non-decreasing,Median of 5 elements,1.678
770000,Random,Median of 5 elements,1.66
770000,Only 0 to 100 values,Median of 5 elements,0.31
770000,Non-decreasing,Median of 5 elements,1.7
780000,Random,Median of 5 elements,1.689
780000,Only 0 to 100 values,Median of 5 elements,0.319
780000,Non-decreasing,Median of 5 elements,1.725
790000,Random,Median of 5 elements,1.72
790000,Only 0 to 100 values,Median of 5 elements,0.305
790000,Non-decreasing,Median of 5 elements,1.747
800000,Random,Median of 5 elements,1.792
800000,Only 0 to 100 values,Median of 5 elements,0.314
800000,Non-decreasing,Median of 5 elements,1.749
810000,Random,Median of 5 elements,1.787
810000,Only 0 to 100 values,Median of 5 elements,0.329
810000,Non-decreasing,Median of 5 elements,1.793
820000,Random,Median of 5 elements,1.81
820000,Only 0 to 100 values,Median of 5 elements,0.313
820000,Non-decreasing,Median of 5 elements,1.818
830000,Random,Median of 5 elements,1.827
830000,Only 0 to 100 values,Median of 5 elements,0.325
830000,Non-decreasing,Median of 5 elements,1.843
840000,Random,Median of 5 elements,1.855
840000,Only 0 to 100 values,Median of 5 elements,0.32
840000,Non-decreasing,Median of 5 elements,1.865
850000,Random,Median of 5 elements,1.875
850000,Only 0 to 100 values,Median of 5 elements,0.331
850000,Non-decreasing,Median of 5 elements,1.89
860000,Random,Median of 5 elements,1.898
860000,Only 0 to 100 values,Median of 5 elements,0.353
860000,Non-decreasing,Median of 5 elements,1.912
870000,Random,Median of 5 elements,1.94
870000,Only 0 to 100 values,Median of 5 elements,0.324
870000,Non-decreasing,Median of 5 elements,1.935
880000,Random,Median of 5 elements,1.96
880000,Only 0 to 100 values,Median of 5 elements,0.346
880000,Non-decreasing,Median of 5 elements,1.96
890000,Random,Median of 5 elements,1.999
890000,Only 0 to 100 values,Median of 5 elements,0.345
890000,Non-decreasing,Median of 5 elements,1.95
900000,Random,Median of 5 elements,2.047
900000,Only 0 to 100 values,Median of 5 elements,0.344
900000,Non-decreasing,Median of 5 elements,2.003
910000,Random,Median of 5 elements,2.029
910000,Only 0 to 100 values,Median of 5 elements,0.352
910000,Non-decreasing,Median of 5 elements,2.028
920000,Random,Median of 5 elements,2.028
920000,Only 0 to 100 values,Median of 5 elements,0.345
920000,Non-decreasing,Median of 5 elements,2.02
930000,Random,Median of 5 elements,2.066
930000,Only 0 to 100 values,Median of 5 elements,0.356
930000,Non-decreasing,Median of 5 elements,2.074
940000,Random,Median of 5 elements,2.109
940000,Only 0 to 100 values,Median of 5 elements,0.376
940000,Non-decreasing,Median of 5 elements,2.097
950000,Random,Median of 5 elements,2.141
950000,Only 0 to 100 values,Median of 5 elements,0.373
950000,Non-decreasing,Median of 5 elements,2.12
960000,Random,Median of 5 elements,2.129
960000,Only 0 to 100 values,Median of 5 elements,0.375
960000,Non-decreasing,Median of 5 elements,2.144
970000,Random,Median of 5 elements,2.171
970000,Only 0 to 100 values,Median of 5 elements,0.362
970000,Non-decreasing,Median of 5 elements,2.168
980000,Random,Median of 5 elements,2.178
980000,Only 0 to 100 values,Median of 5 elements,0.394
980000,Non-decreasing,Median of 5 elements,2.192
990000,Random,Median of 5 elements,2.202
990000,Only 0 to 100 values,Median of 5 elements,0.377
990000,Non-decreasing,Median of 5 elements,2.211
1000000,Random,Median of 5 elements,2.231
1000000,Only 0 to 100 values,Median of 5 elements,0.377
1000000,Non-decreasing,Median of 5 elements,2.182
10000,Random,Median of 7 elements,0.017
10000,Only 0 to 100 values,Median of 7 elements,0.004
10000,Non-decreasing,Median of 7 elements,0.018
20000,Random,Median of 7 elements,0.037
20000,Only 0 to 100 values,Median of 7 elements,0.008
20000,Non-decreasing,Median of 7 elements,0.038
30000,Random,Median of 7 elements,0.057
30000,Only 0 to 100 values,Median of 7 elements,0.012
30000,Non-decreasing,Median of 7 elements,0.057
40000,Random,Median of 7 elements,0.077
40000,Only 0 to 100 values,Median of 7 elements,0.016
40000,Non-decreasing,Median of 7 elements,0.078
50000,Random,Median of 7 elements,0.097
50000,Only 0 to 100 values,Median of 7 elements,0.02
50000,Non-decreasing,Median of 7 elements,0.099
60000,Random,Median of 7 elements,0.118
60000,Only 0 to 100 values,Median of 7 elements,0.024
60000,Non-decreasing,Median of 7 elements,0.119
70000,Random,Median of 7 elements,0.139
70000,Only 0 to 100 values,Median of 7 elements,0.026
70000,Non-decreasing,Median of 7 elements,0.14
80000,Random,Median of 7 elements,0.161
80000,Only 0 to 100 values,Median of 7 elements,0.034
80000,Non-decreasing,Median of 7 elements,0.162
90000,Random,Median of 7 elements,0.18
90000,Only 0 to 100 values,Median of 7 elements,0.033
90000,Non-decreasing,Median of 7 elements,0.184
100000,Random,Median of 7 elements,0.2
100000,Only 0 to 100 values,Median of 7 elements,0.037
100000,Non-decreasing,Median of 7 elements,0.204
110000,Random,Median of 7 elements,0.221
110000,Only 0 to 100 values,Median of 7 elements,0.041
110000,Non-decreasing,Median of 7 elements,0.226
120000,Random,Median of 7 elements,0.244
120000,Only 0 to 100 values,Median of 7 elements,0.046
120000,Non-decreasing,Median of 7 elements,0.247
130000,Random,Median of 7 elements,0.27
130000,Only 0 to 100 values,Median of 7 elements,0.049
130000,Non-decreasing,Median of 7 elements,0.268
140000,Random,Median of 7 elements,0.287
140000,Only 0 to 100 values,Median of 7 elements,0.054
140000,Non-decreasing,Median of 7 elements,0.291
150000,Random,Median of 7 elements,0.309
150000,Only 0 to 100 values,Median of 7 elements,0.056
150000,Non-decreasing,Median of 7 elements,0.313
160000,Random,Median of 7 elements,0.332
160000,Only 0 to 100 values,Median of 7 elements,0.06
160000,Non-decreasing,Median of 7 elements,0.334
170000,Random,Median of 7 elements,0.351
170000,Only 0 to 100 values,Median of 7 elements,0.067
170000,Non-decreasing,Median of 7 elements,0.357
180000,Random,Median of 7 elements,0.379
180000,Only 0 to 100 values,Median of 7 elements,0.068
180000,Non-decreasing,Median of 7 elements,0.379
190000,Random,Median of 7 elements,0.397
190000,Only 0 to 100 values,Median of 7 elements,0.072
190000,Non-decreasing,Median of 7 elements,0.402
200000,Random,Median of 7 elements,0.419
200000,Only 0 to 100 values,Median of 7 elements,0.073
200000,Non-decreasing,Median of 7 elements,0.424
210000,Random,Median of 7 elements,0.442
210000,Only 0 to 100 values,Median of 7 elements,0.078
210000,Non-decreasing,Median of 7 elements,0.445
220000,Random,Median of 7 elements,0.463
220000,Only 0 to 100 values,Median of 7 elements,0.082
220000,Non-decreasing,Median of 7 elements,0.467
230000,Random,Median of 7 elements,0.489
230000,Only 0 to 100 values,Median of 7 elements,0.087
230000,Non-decreasing,Median of 7 elements,0.488
240000,Random,Median of 7 elements,0.51
240000,Only 0 to 100 values,Median of 7 elements,0.09
240000,Non-decreasing,Median of 7 elements,0.511
250000,Random,Median of 7 elements,0.534
250000,Only 0 to 100 values,Median of 7 elements,0.095
250000,Non-decreasing,Median of 7 elements,0.533
260000,Random,Median of 7 elements,0.559
260000,Only 0 to 100 values,Median of 7 elements,0.103
260000,Non-decreasing,Median of 7 elements,0.556
270000,Random,Median of 7 elements,0.547
270000,Only 0 to 100 values,Median of 7 elements,0.104
270000,Non-decreasing,Median of 7 elements,0.579
280000,Random,Median of 7 elements,0.597
280000,Only 0 to 100 values,Median of 7 elements,0.106
280000,Non-decreasing,Median of 7 elements,0.601
290000,Random,Median of 7 elements,0.619
290000,Only 0 to 100 values,Median of 7 elements,0.115
290000,Non-decreasing,Median of 7 elements,0.623
300000,Random,Median of 7 elements,0.642
300000,Only 0 to 100 values,Median of 7 elements,0.118
300000,Non-decreasing,Median of 7 elements,0.645
310000,Random,Median of 7 elements,0.666
310000,Only 0 to 100 values,Median of 7 elements,0.126
310000,Non-decreasing,Median of 7 elements,0.669
320000,Random,Median of 7 elements,0.689
320000,Only 0 to 100 values,Median of 7 elements,0.123
320000,Non-decreasing,Median of 7 elements,0.691
330000,Random,Median of 7 elements,0.713
330000,Only 0 to 100 values,Median of 7 elements,0.136
330000,Non-decreasing,Median of 7 elements,0.714
340000,Random,Median of 7 elements,0.731
340000,Only 0 to 100 values,Median of 7 elements,0.134
340000,Non-decreasing,Median of 7 elements,0.738
350000,Random,Median of 7 elements,0.763
350000,Only 0 to 100 values,Median of 7 elements,0.138
350000,Non-decreasing,Median of 7 elements,0.761
360000,Random,Median of 7 elements,0.781
360000,Only 0 to 100 values,Median of 7 elements,0.133
360000,Non-decreasing,Median of 7 elements,0.783
370000,Random,Median of 7 elements,0.808
370000,Only 0 to 100 values,Median of 7 elements,0.141
370000,Non-decreasing,Median of 7 elements,0.806
380000,Random,Median of 7 elements,0.822
380000,Only 0 to 100 values,Median of 7 elements,0.147
380000,Non-decreasing,Median of 7 elements,0.829
390000,Random,Median of 7 elements,0.852
390000,Only 0 to 100 values,Median of 7 elements,0.151
390000,Non-decreasing,Median of 7 elements,0.851
400000,Random,Median of 7 elements,0.87
400000,Only 0 to 100 values,Median of 7 elements,0.148
400000,Non-decreasing,Median of 7 elements,0.874
410000,Random,Median of 7 elements,0.893
410000,Only 0 to 100 values,Median of 7 elements,0.159
410000,Non-decreasing,Median of 7 elements,0.896
420000,Random,Median of 7 elements,0.918
420000,Only 0 to 100 values,Median of 7 elements,0.156
420000,Non-decreasing,Median of 7 elements,0.92
430000,Random,Median of 7 elements,0.941
430000,Only 0 to 100 values,Median of 7 elements,0.164
430000,Non-decreasing,Median of 7 elements,0.943
440000,Random,Median of 7 elements,0.962
440000,Only 0 to 100 values,Median of 7 elements,0.161
