Array size;Fill function;Pivot function;Time elapsed[s]
560;Only 0 to 100 values;Median of 3 elements;0.000
560;Non-decreasing;Median of 3 elements;0.000
570;Random;Median of 3 elements;0.000
570;Only 0 to 100 values;Median of 3 elements;0.001
570;Non-decreasing;Median of 3 elements;0.000
580;Random;Median of 3 elements;0.001
580;Only 0 to 100 values;Median of 3 elements;0.000
580;Non-decreasing;Median of 3 elements;0.000
590;Random;Median of 3 elements;0.000
590;Only 0 to 100 values;Median of 3 elements;0.001
590;Non-decreasing;Median of 3 elements;0.001
600;Random;Median of 3 elements;0.000
600;Only 0 to 100 values;Median of 3 elements;0.001
600;Non-decreasing;Median of 3 elements;0.000
610;Random;Median of 3 elements;0.001
610;Only 0 to 100 values;Median of 3 elements;0.001
610;Non-decreasing;Median of 3 elements;0.001
620;Random;Median of 3 elements;0.001
620;Only 0 to 100 values;Median of 3 elements;0.001
620;Non-decreasing;Median of 3 elements;0.001
630;Random;Median of 3 elements;0.001
630;Only 0 to 100 values;Median of 3 elements;0.001
630;Non-decreasing;Median of 3 elements;0.001
640;Random;Median of 3 elements;0.000
640;Only 0 to 100 values;Median of 3 elements;0.001
640;Non-decreasing;Median of 3 elements;0.001
650;Random;Median of 3 elements;0.000
650;Only 0 to 100 values;Median of 3 elements;0.001
650;Non-decreasing;Median of 3 elements;0.001
660;Random;Median of 3 elements;0.000
660;Only 0 to 100 values;Median of 3 elements;0.001
660;Non-decreasing;Median of 3 elements;0.001
670;Random;Median of 3 elements;0.001
670;Only 0 to 100 values;Median of 3 elements;0.001
670;Non-decreasing;Median of 3 elements;0.001
680;Random;Median of 3 elements;0.000
680;Only 0 to 100 values;Median of 3 elements;0.001
680;Non-decreasing;Median of 3 elements;0.001
690;Random;Median of 3 elements;0.001
690;Only 0 to 100 values;Median of 3 elements;0.001
690;Non-decreasing;Median of 3 elements;0.000
700;Random;Median of 3 elements;0.001
700;Only 0 to 100 values;Median of 3 elements;0.001
700;Non-decreasing;Median of 3 elements;0.000
710;Random;Median of 3 elements;0.001
710;Only 0 to 100 values;Median of 3 elements;0.001
710;Non-decreasing;Median of 3 elements;0.001
720;Random;Median of 3 elements;0.001
720;Only 0 to 100 values;Median of 3 elements;0.001
720;Non-decreasing;Median of 3 elements;0.001
730;Random;Median of 3 elements;0.001
730;Only 0 to 100 values;Median of 3 elements;0.001
730;Non-decreasing;Median of 3 elements;0.001
740;Random;Median of 3 elements;0.000
740;Only 0 to 100 values;Median of 3 elements;0.001
740;Non-decreasing;Median of 3 elements;0.001
750;Random;Median of 3 elements;0.001
750;Only 0 to 100 values;Median of 3 elements;0.001
750;Non-decreasing;Median of 3 elements;0.001
760;Random;Median of 3 elements;0.001
760;Only 0 to 100 values;Median of 3 elements;0.001
760;Non-decreasing;Median of 3 elements;0.001
770;Random;Median of 3 elements;0.001
770;Only 0 to 100 values;Median of 3 elements;0.001
770;Non-decreasing;Median of 3 elements;0.001
780;Random;Median of 3 elements;0.001
780;Only 0 to 100 values;Median of 3 elements;0.001
780;Non-decreasing;Median of 3 elements;0.000
790;Random;Median of 3 elements;0.000
790;Only 0 to 100 values;Median of 3 elements;0.001
790;Non-decreasing;Median of 3 elements;0.000
800;Random;Median of 3 elements;0.000
800;Only 0 to 100 values;Median of 3 elements;0.001
800;Non-decreasing;Median of 3 elements;0.001
810;Random;Median of 3 elements;0.001
810;Only 0 to 100 values;Median of 3 elements;0.002
810;Non-decreasing;Median of 3 elements;0.001
820;Random;Median of 3 elements;0.001
820;Only 0 to 100 values;Median of 3 elements;0.001
820;Non-decreasing;Median of 3 elements;0.000
830;Random;Median of 3 elements;0.001
830;Only 0 to 100 values;Median of 3 elements;0.001
830;Non-decreasing;Median of 3 elements;0.001
840;Random;Median of 3 elements;0.001
840;Only 0 to 100 values;Median of 3 elements;0.001
840;Non-decreasing;Median of 3 elements;0.001
850;Random;Median of 3 elements;0.001
850;Only 0 to 100 values;Median of 3 elements;0.001
850;Non-decreasing;Median of 3 elements;0.001
860;Random;Median of 3 elements;0.001
860;Only 0 to 100 values;Median of 3 elements;0.001
860;Non-decreasing;Median of 3 elements;0.001
870;Random;Median of 3 elements;0.001
870;Only 0 to 100 values;Median of 3 elements;0.002
870;Non-decreasing;Median of 3 elements;0.001
880;Random;Median of 3 elements;0.001
880;Only 0 to 100 values;Median of 3 elements;0.002
880;Non-decreasing;Median of 3 elements;0.001
890;Random;Median of 3 elements;0.001
890;Only 0 to 100 values;Median of 3 elements;0.001
890;Non-decreasing;Median of 3 elements;0.001
900;Random;Median of 3 elements;0.001
900;Only 0 to 100 values;Median of 3 elements;0.001
900;Non-decreasing;Median of 3 elements;0.001
910;Random;Median of 3 elements;0.001
910;Only 0 to 100 values;Median of 3 elements;0.002
910;Non-decreasing;Median of 3 elements;0.001
920;Random;Median of 3 elements;0.001
920;Only 0 to 100 values;Median of 3 elements;0.001
920;Non-decreasing;Median of 3 elements;0.001
930;Random;Median of 3 elements;0.001
930;Only 0 to 100 values;Median of 3 elements;0.002
930;Non-decreasing;Median of 3 elements;0.001
940;Random;Median of 3 elements;0.001
940;Only 0 to 100 values;Median of 3 elements;0.001
940;Non-decreasing;Median of 3 elements;0.001
950;Random;Median of 3 elements;0.001
950;Only 0 to 100 values;Median of 3 elements;0.001
950;Non-decreasing;Median of 3 elements;0.001
960;Random;Median of 3 elements;0.001
960;Only 0 to 100 values;Median of 3 elements;0.001
960;Non-decreasing;Median of 3 elements;0.001
970;Random;Median of 3 elements;0.001
970;Only 0 to 100 values;Median of 3 elements;0.001
970;Non-decreasing;Median of 3 elements;0.001
980;Random;Median of 3 elements;0.001
980;Only 0 to 100 values;Median of 3 elements;0.001
980;Non-decreasing;Median of 3 elements;0.001
990;Random;Median of 3 elements;0.001
990;Only 0 to 100 values;Median of 3 elements;0.002
990;Non-decreasing;Median of 3 elements;0.001
1000;Random;Median of 3 elements;0.001
1000;Only 0 to 100 values;Median of 3 elements;0.002
1000;Non-decreasing;Median of 3 elements;0.001
10;Random;Median of 5 elements;0.000
10;Only 0 to 100 values;Median of 5 elements;0.000
10;Non-decreasing;Median of 5 elements;0.000
20;Random;Median of 5 elements;0.000
20;Only 0 to 100 values;Median of 5 elements;0.000
20;Non-decreasing;Median of 5 elements;0.000
30;Random;Median of 5 elements;0.000
30;Only 0 to 100 values;Median of 5 elements;0.000
30;Non-decreasing;Median of 5 elements;0.000
40;Random;Median of 5 elements;0.001
40;Only 0 to 100 values;Median of 5 elements;0.000
40;Non-decreasing;Median of 5 elements;0.000
50;Random;Median of 5 elements;0.000
50;Only 0 to 100 values;Median of 5 elements;0.000
50;Non-decreasing;Median of 5 elements;0.000
60;Random;Median of 5 elements;0.000
60;Only 0 to 100 values;Median of 5 elements;0.000
60;Non-decreasing;Median of 5 elements;0.000
70;Random;Median of 5 elements;0.001
70;Only 0 to 100 values;Median of 5 elements;0.000
70;Non-decreasing;Median of 5 elements;0.000
80;Random;Median of 5 elements;0.000
80;Only 0 to 100 values;Median of 5 elements;0.000
80;Non-decreasing;Median of 5 elements;0.000
90;Random;Median of 5 elements;0.000
90;Only 0 to 100 values;Median of 5 elements;0.000
90;Non-decreasing;Median of 5 elements;0.000
100;Random;Median of 5 elements;0.000
100;Only 0 to 100 values;Median of 5 elements;0.000
100;Non-decreasing;Median of 5 elements;0.000
110;Random;Median of 5 elements;0.000
110;Only 0 to 100 values;Median of 5 elements;0.000
110;Non-decreasing;Median of 5 elements;0.000
120;Random;Median of 5 elements;0.000
120;Only 0 to 100 values;Median of 5 elements;0.000
120;Non-decreasing;Median of 5 elements;0.001
130;Random;Median of 5 elements;0.000
130;Only 0 to 100 values;Median of 5 elements;0.000
130;Non-decreasing;Median of 5 elements;0.000
140;Random;Median of 5 elements;0.000
140;Only 0 to 100 values;Median of 5 elements;0.000
140;Non-decreasing;Median of 5 elements;0.000
150;Random;Median of 5 elements;0.000
150;Only 0 to 100 values;Median of 5 elements;0.000
150;Non-decreasing;Median of 5 elements;0.000
160;Random;Median of 5 elements;0.000
160;Only 0 to 100 values;Median of 5 elements;0.001
160;Non-decreasing;Median of 5 elements;0.000
170;Random;Median of 5 elements;0.000
170;Only 0 to 100 values;Median of 5 elements;0.001
170;Non-decreasing;Median of 5 elements;0.000
180;Random;Median of 5 elements;0.000
180;Only 0 to 100 values;Median of 5 elements;0.000
180;Non-decreasing;Median of 5 elements;0.000
190;Random;Median of 5 elements;0.000
190;Only 0 to 100 values;Median of 5 elements;0.000
190;Non-decreasing;Median of 5 elements;0.000
200;Random;Median of 5 elements;0.000
200;Only 0 to 100 values;Median of 5 elements;0.001
200;Non-decreasing;Median of 5 elements;0.000
210;Random;Median of 5 elements;0.000
210;Only 0 to 100 values;Median of 5 elements;0.000
210;Non-decreasing;Median of 5 elements;0.000
220;Random;Median of 5 elements;0.001
220;Only 0 to 100 values;Median of 5 elements;0.000
220;Non-decreasing;Median of 5 elements;0.001
230;Random;Median of 5 elements;0.000
230;Only 0 to 100 values;Median of 5 elements;0.000
230;Non-decreasing;Median of 5 elements;0.000
240;Random;Median of 5 elements;0.001
240;Only 0 to 100 values;Median of 5 elements;0.000
240;Non-decreasing;Median of 5 elements;0.001
250;Random;Median of 5 elements;0.000
250;Only 0 to 100 values;Median of 5 elements;0.001
250;Non-decreasing;Median of 5 elements;0.000
260;Random;Median of 5 elements;0.000
260;Only 0 to 100 values;Median of 5 elements;0.001
260;Non-decreasing;Median of 5 elements;0.000
270;Random;Median of 5 elements;0.001
270;Only 0 to 100 values;Median of 5 elements;0.000
270;Non-decreasing;Median of 5 elements;0.000
280;Random;Median of 5 elements;0.001
280;Only 0 to 100 values;Median of 5 elements;0.001
280;Non-decreasing;Median of 5 elements;0.000
290;Random;Median of 5 elements;0.000
290;Only 0 to 100 values;Median of 5 elements;0.000
290;Non-decreasing;Median of 5 elements;0.001
300;Random;Median of 5 elements;0.000
300;Only 0 to 100 values;Median of 5 elements;0.000
300;Non-decreasing;Median of 5 elements;0.001
310;Random;Median of 5 elements;0.000
310;Only 0 to 100 values;Median of 5 elements;0.001
310;Non-decreasing;Median of 5 elements;0.000
320;Random;Median of 5 elements;0.001
320;Only 0 to 100 values;Median of 5 elements;0.001
320;Non-decreasing;Median of 5 elements;0.000
330;Random;Median of 5 elements;0.000
330;Only 0 to 100 values;Median of 5 elements;0.000
330;Non-decreasing;Median of 5 elements;0.001
340;Random;Median of 5 elements;0.000
340;Only 0 to 100 values;Median of 5 elements;0.001
340;Non-decreasing;Median of 5 elements;0.000
350;Random;Median of 5 elements;0.001
350;Only 0 to 100 values;Median of 5 elements;0.001
350;Non-decreasing;Median of 5 elements;0.000
360;Random;Median of 5 elements;0.000
360;Only 0 to 100 values;Median of 5 elements;0.000
360;Non-decreasing;Median of 5 elements;0.001
370;Random;Median of 5 elements;0.000
370;Only 0 to 100 values;Median of 5 elements;0.000
370;Non-decreasing;Median of 5 elements;0.001
380;Random;Median of 5 elements;0.000
380;Only 0 to 100 values;Median of 5 elements;0.000
380;Non-decreasing;Median of 5 elements;0.001
390;Random;Median of 5 elements;0.000
390;Only 0 to 100 values;Median of 5 elements;0.000
390;Non-decreasing;Median of 5 elements;0.000
400;Random;Median of 5 elements;0.000
400;Only 0 to 100 values;Median of 5 elements;0.000
400;Non-decreasing;Median of 5 elements;0.000
410;Random;Median of 5 elements;0.001
410;Only 0 to 100 values;Median of 5 elements;0.001
410;Non-decreasing;Median of 5 elements;0.001
420;Random;Median of 5 elements;0.001
420;Only 0 to 100 values;Median of 5 elements;0.001
420;Non-decreasing;Median of 5 elements;0.001
430;Random;Median of 5 elements;0.000
430;Only 0 to 100 values;Median of 5 elements;0.001
430;Non-decreasing;Median of 5 elements;0.001
440;Random;Median of 5 elements;0.000
440;Only 0 to 100 values;Median of 5 elements;0.000
440;Non-decreasing;Median of 5 elements;0.001
450;Random;Median of 5 elements;0.001
450;Only 0 to 100 values;Median of 5 elements;0.001
450;Non-decreasing;Median of 5 elements;0.001
460;Random;Median of 5 elements;0.000
460;Only 0 to 100 values;Median of 5 elements;0.001
460;Non-decreasing;Median of 5 elements;0.000
470;Random;Median of 5 elements;0.000
470;Only 0 to 100 values;Median of 5 elements;0.001
470;Non-decreasing;Median of 5 elements;0.000
480;Random;Median of 5 elements;0.001
480;Only 0 to 100 values;Median of 5 elements;0.001
480;Non-decreasing;Median of 5 elements;0.001
490;Random;Median of 5 elements;0.001
490;Only 0 to 100 values;Median of 5 elements;0.001
490;Non-decreasing;Median of 5 elements;0.001
500;Random;Median of 5 elements;0.000
500;Only 0 to 100 values;Median of 5 elements;0.000
500;Non-decreasing;Median of 5 elements;0.000
510;Random;Median of 5 elements;0.000
510;Only 0 to 100 values;Median of 5 elements;0.000
510;Non-decreasing;Median of 5 elements;0.000
520;Random;Median of 5 elements;0.001
520;Only 0 to 100 values;Median of 5 elements;0.000
520;Non-decreasing;Median of 5 elements;0.000
530;Random;Median of 5 elements;0.001
530;Only 0 to 100 values;Median of 5 elements;0.000
530;Non-decreasing;Median of 5 elements;0.000
540;Random;Median of 5 elements;0.001
540;Only 0 to 100 values;Median of 5 elements;0.000
540;Non-decreasing;Median of 5 elements;0.000
550;Random;Median of 5 elements;0.000
550;Only 0 to 100 values;Median of 5 elements;0.001
550;Non-decreasing;Median of 5 elements;0.001
560;Random;Median of 5 elements;0.001
560;Only 0 to 100 values;Median of 5 elements;0.001
560;Non-decreasing;Median of 5 elements;0.001
570;Random;Median of 5 elements;0.001
570;Only 0 to 100 values;Median of 5 elements;0.001
570;Non-decreasing;Median of 5 elements;0.001
580;Random;Median of 5 elements;0.001
580;Only 0 to 100 values;Median of 5 elements;0.001
580;Non-decreasing;Median of 5 elements;0.000
590;Random;Median of 5 elements;0.001
590;Only 0 to 100 values;Median of 5 elements;0.000
590;Non-decreasing;Median of 5 elements;0.001
600;Random;Median of 5 elements;0.001
600;Only 0 to 100 values;Median of 5 elements;0.001
600;Non-decreasing;Median of 5 elements;0.001
610;Random;Median of 5 elements;0.001
610;Only 0 to 100 values;Median of 5 elements;0.001
610;Non-decreasing;Median of 5 elements;0.001
620;Random;Median of 5 elements;0.001
620;Only 0 to 100 values;Median of 5 elements;0.001
620;Non-decreasing;Median of 5 elements;0.001
630;Random;Median of 5 elements;0.000
630;Only 0 to 100 values;Median of 5 elements;0.001
630;Non-decreasing;Median of 5 elements;0.001
640;Random;Median of 5 elements;0.001
640;Only 0 to 100 values;Median of 5 elements;0.001
640;Non-decreasing;Median of 5 elements;0.000
650;Random;Median of 5 elements;0.001
650;Only 0 to 100 values;Median of 5 elements;0.001
650;Non-decreasing;Median of 5 elements;0.000
660;Random;Median of 5 elements;0.001
660;Only 0 to 100 values;Median of 5 elements;0.001
660;Non-decreasing;Median of 5 elements;0.001
670;Random;Median of 5 elements;0.000
670;Only 0 to 100 values;Median of 5 elements;0.001
670;Non-decreasing;Median of 5 elements;0.001
680;Random;Median of 5 elements;0.001
680;Only 0 to 100 values;Median of 5 elements;0.001
680;Non-decreasing;Median of 5 elements;0.001
690;Random;Median of 5 elements;0.001
690;Only 0 to 100 values;Median of 5 elements;0.001
690;Non-decreasing;Median of 5 elements;0.001
700;Random;Median of 5 elements;0.001
700;Only 0 to 100 values;Median of 5 elements;0.001
700;Non-decreasing;Median of 5 elements;0.000
710;Random;Median of 5 elements;0.001
710;Only 0 to 100 values;Median of 5 elements;0.001
710;Non-decreasing;Median of 5 elements;0.001
720;Random;Median of 5 elements;0.001
720;Only 0 to 100 values;Median of 5 elements;0.001
720;Non-decreasing;Median of 5 elements;0.001
730;Random;Median of 5 elements;0.001
730;Only 0 to 100 values;Median of 5 elements;0.001
730;Non-decreasing;Median of 5 elements;0.001
740;Random;Median of 5 elements;0.001
740;Only 0 to 100 values;Median of 5 elements;0.001
740;Non-decreasing;Median of 5 elements;0.001
750;Random;Median of 5 elements;0.001
750;Only 0 to 100 values;Median of 5 elements;0.001
750;Non-decreasing;Median of 5 elements;0.001
760;Random;Median of 5 elements;0.000
760;Only 0 to 100 values;Median of 5 elements;0.001
760;Non-decreasing;Median of 5 elements;0.001
770;Random;Median of 5 elements;0.000
770;Only 0 to 100 values;Median of 5 elements;0.001
770;Non-decreasing;Median of 5 elements;0.001
780;Random;Median of 5 elements;0.001
780;Only 0 to 100 values;Median of 5 elements;0.001
780;Non-decreasing;Median of 5 elements;0.001
790;Random;Median of 5 elements;0.001
790;Only 0 to 100 values;Median of 5 elements;0.001
790;Non-decreasing;Median of 5 elements;0.001
800;Random;Median of 5 elements;0.001
800;Only 0 to 100 values;Median of 5 elements;0.001
800;Non-decreasing;Median of 5 elements;0.001
810;Random;Median of 5 elements;0.001
810;Only 0 to 100 values;Median of 5 elements;0.001
810;Non-decreasing;Median of 5 elements;0.001
820;Random;Median of 5 elements;0.001
820;Only 0 to 100 values;Median of 5 elements;0.002
820;Non-decreasing;Median of 5 elements;0.001
830;Random;Median of 5 elements;0.001
830;Only 0 to 100 values;Median of 5 elements;0.001
830;Non-decreasing;Median of 5 elements;0.001
840;Random;Median of 5 elements;0.001
840;Only 0 to 100 values;Median of 5 elements;0.001
840;Non-decreasing;Median of 5 elements;0.001
850;Random;Median of 5 elements;0.002
850;Only 0 to 100 values;Median of 5 elements;0.001
850;Non-decreasing;Median of 5 elements;0.001
860;Random;Median of 5 elements;0.001
860;Only 0 to 100 values;Median of 5 elements;0.001
860;Non-decreasing;Median of 5 elements;0.001
870;Random;Median of 5 elements;0.001
870;Only 0 to 100 values;Median of 5 elements;0.001
870;Non-decreasing;Median of 5 elements;0.001
880;Random;Median of 5 elements;0.001
880;Only 0 to 100 values;Median of 5 elements;0.001
880;Non-decreasing;Median of 5 elements;0.001
890;Random;Median of 5 elements;0.001
890;Only 0 to 100 values;Median of 5 elements;0.002
890;Non-decreasing;Median of 5 elements;0.001
900;Random;Median of 5 elements;0.001
900;Only 0 to 100 values;Median of 5 elements;0.002
900;Non-decreasing;Median of 5 elements;0.001
910;Random;Median of 5 elements;0.001
910;Only 0 to 100 values;Median of 5 elements;0.001
910;Non-decreasing;Median of 5 elements;0.001
920;Random;Median of 5 elements;0.001
920;Only 0 to 100 values;Median of 5 elements;0.002
920;Non-decreasing;Median of 5 elements;0.001
930;Random;Median of 5 elements;0.001
930;Only 0 to 100 values;Median of 5 elements;0.002
930;Non-decreasing;Median of 5 elements;0.001
940;Random;Median of 5 elements;0.001
940;Only 0 to 100 values;Median of 5 elements;0.002
940;Non-decreasing;Median of 5 elements;0.001
950;Random;Median of 5 elements;0.002
950;Only 0 to 100 values;Median of 5 elements;0.002
950;Non-decreasing;Median of 5 elements;0.001
960;Random;Median of 5 elements;0.001
960;Only 0 to 100 values;Median of 5 elements;0.001
960;Non-decreasing;Median of 5 elements;0.001
970;Random;Median of 5 elements;0.001
970;Only 0 to 100 values;Median of 5 elements;0.001
970;Non-decreasing;Median of 5 elements;0.001
980;Random;Median of 5 elements;0.001
980;Only 0 to 100 values;Median of 5 elements;0.001
980;Non-decreasing;Median of 5 elements;0.001
990;Random;Median of 5 elements;0.001
990;Only 0 to 100 values;Median of 5 elements;0.002
990;Non-decreasing;Median of 5 elements;0.002
1000;Random;Median of 5 elements;0.001
1000;Only 0 to 100 values;Median of 5 elements;0.002
1000;Non-decreasing;Median of 5 elements;0.001
10;Random;Median of 7 elements;0.000
10;Only 0 to 100 values;Median of 7 elements;0.000
10;Non-decreasing;Median of 7 elements;0.000
20;Random;Median of 7 elements;0.000
20;Only 0 to 100 values;Median of 7 elements;0.000
20;Non-decreasing;Median of 7 elements;0.000
30;Random;Median of 7 elements;0.000
30;Only 0 to 100 values;Median of 7 elements;0.000
30;Non-decreasing;Median of 7 elements;0.000
40;Random;Median of 7 elements;0.000
40;Only 0 to 100 values;Median of 7 elements;0.000
40;Non-decreasing;Median of 7 elements;0.000
50;Random;Median of 7 elements;0.000
50;Only 0 to 100 values;Median of 7 elements;0.001
50;Non-decreasing;Median of 7 elements;0.000
60;Random;Median of 7 elements;0.000
60;Only 0 to 100 values;Median of 7 elements;0.000
60;Non-decreasing;Median of 7 elements;0.001
70;Random;Median of 7 elements;0.001
70;Only 0 to 100 values;Median of 7 elements;0.000
70;Non-decreasing;Median of 7 elements;0.000
80;Random;Median of 7 elements;0.000
80;Only 0 to 100 values;Median of 7 elements;0.000
80;Non-decreasing;Median of 7 elements;0.000
90;Random;Median of 7 elements;0.001
90;Only 0 to 100 values;Median of 7 elements;0.000
90;Non-decreasing;Median of 7 elements;0.000
100;Random;Median of 7 elements;0.000
100;Only 0 to 100 values;Median of 7 elements;0.000
100;Non-decreasing;Median of 7 elements;0.000
110;Random;Median of 7 elements;0.000
110;Only 0 to 100 values;Median of 7 elements;0.000
110;Non-decreasing;Median of 7 elements;0.001
120;Random;Median of 7 elements;0.000
120;Only 0 to 100 values;Median of 7 elements;0.000
120;Non-decreasing;Median of 7 elements;0.000
130;Random;Median of 7 elements;0.000
130;Only 0 to 100 values;Median of 7 elements;0.000
130;Non-decreasing;Median of 7 elements;0.000
140;Random;Median of 7 elements;0.000
140;Only 0 to 100 values;Median of 7 elements;0.000
140;Non-decreasing;Median of 7 elements;0.000
150;Random;Median of 7 elements;0.001
150;Only 0 to 100 values;Median of 7 elements;0.000
150;Non-decreasing;Median of 7 elements;0.001
160;Random;Median of 7 elements;0.000
160;Only 0 to 100 values;Median of 7 elements;0.000
160;Non-decreasing;Median of 7 elements;0.001
170;Random;Median of 7 elements;0.000
170;Only 0 to 100 values;Median of 7 elements;0.000
170;Non-decreasing;Median of 7 elements;0.000
180;Random;Median of 7 elements;0.000
180;Only 0 to 100 values;Median of 7 elements;0.000
180;Non-decreasing;Median of 7 elements;0.000
190;Random;Median of 7 elements;0.000
190;Only 0 to 100 values;Median of 7 elements;0.000
190;Non-decreasing;Median of 7 elements;0.000
200;Random;Median of 7 elements;0.001
200;Only 0 to 100 values;Median of 7 elements;0.000
200;Non-decreasing;Median of 7 elements;0.001
210;Random;Median of 7 elements;0.000
210;Only 0 to 100 values;Median of 7 elements;0.000
210;Non-decreasing;Median of 7 elements;0.000
220;Random;Median of 7 elements;0.001
220;Only 0 to 100 values;Median of 7 elements;0.000
220;Non-decreasing;Median of 7 elements;0.000
230;Random;Median of 7 elements;0.000
230;Only 0 to 100 values;Median of 7 elements;0.000
230;Non-decreasing;Median of 7 elements;0.000
240;Random;Median of 7 elements;0.000
240;Only 0 to 100 values;Median of 7 elements;0.000
240;Non-decreasing;Median of 7 elements;0.000
250;Random;Median of 7 elements;0.000
250;Only 0 to 100 values;Median of 7 elements;0.001
250;Non-decreasing;Median of 7 elements;0.000
260;Random;Median of 7 elements;0.000
260;Only 0 to 100 values;Median of 7 elements;0.001
260;Non-decreasing;Median of 7 elements;0.000
270;Random;Median of 7 elements;0.000
270;Only 0 to 100 values;Median of 7 elements;0.000
270;Non-decreasing;Median of 7 elements;0.001
280;Random;Median of 7 elements;0.000
280;Only 0 to 100 values;Median of 7 elements;0.001
280;Non-decreasing;Median of 7 elements;0.000
290;Random;Median of 7 elements;0.001
290;Only 0 to 100 values;Median of 7 elements;0.000
290;Non-decreasing;Median of 7 elements;0.000
300;Random;Median of 7 elements;0.001
300;Only 0 to 100 values;Median of 7 elements;0.001
300;Non-decreasing;Median of 7 elements;0.001
310;Random;Median of 7 elements;0.000
310;Only 0 to 100 values;Median of 7 elements;0.000
310;Non-decreasing;Median of 7 elements;0.001
320;Random;Median of 7 elements;0.000
320;Only 0 to 100 values;Median of 7 elements;0.000
320;Non-decreasing;Median of 7 elements;0.001
330;Random;Median of 7 elements;0.001
330;Only 0 to 100 values;Median of 7 elements;0.001
330;Non-decreasing;Median of 7 elements;0.001
340;Random;Median of 7 elements;0.000
340;Only 0 to 100 values;Median of 7 elements;0.000
340;Non-decreasing;Median of 7 elements;0.001
350;Random;Median of 7 elements;0.001
350;Only 0 to 100 values;Median of 7 elements;0.001
350;Non-decreasing;Median of 7 elements;0.000
360;Random;Median of 7 elements;0.001
360;Only 0 to 100 values;Median of 7 elements;0.001
360;Non-decreasing;Median of 7 elements;0.001
370;Random;Median of 7 elements;0.001
370;Only 0 to 100 values;Median of 7 elements;0.001
370;Non-decreasing;Median of 7 elements;0.000
380;Random;Median of 7 elements;0.000
380;Only 0 to 100 values;Median of 7 elements;0.000
380;Non-decreasing;Median of 7 elements;0.000
390;Random;Median of 7 elements;0.001
390;Only 0 to 100 values;Median of 7 elements;0.001
390;Non-decreasing;Median of 7 elements;0.001
400;Random;Median of 7 elements;0.000
400;Only 0 to 100 values;Median of 7 elements;0.000
400;Non-decreasing;Median of 7 elements;0.000
410;Random;Median of 7 elements;0.000
410;Only 0 to 100 values;Median of 7 elements;0.000
410;Non-decreasing;Median of 7 elements;0.000
420;Random;Median of 7 elements;0.001
420;Only 0 to 100 values;Median of 7 elements;0.001
420;Non-decreasing;Median of 7 elements;0.001
430;Random;Median of 7 elements;0.001
430;Only 0 to 100 values;Median of 7 elements;0.000
430;Non-decreasing;Median of 7 elements;0.000
440;Random;Median of 7 elements;0.001
440;Only 0 to 100 values;Median of 7 elements;0.001
440;Non-decreasing;Median of 7 elements;0.000
450;Random;Median of 7 elements;0.001
450;Only 0 to 100 values;Median of 7 elements;0.001
450;Non-decreasing;Median of 7 elements;0.001
460;Random;Median of 7 elements;0.001
460;Only 0 to 100 values;Median of 7 elements;0.001
460;Non-decreasing;Median of 7 elements;0.001
470;Random;Median of 7 elements;0.001
470;Only 0 to 100 values;Median of 7 elements;0.001
470;Non-decreasing;Median of 7 elements;0.001
480;Random;Median of 7 elements;0.001
480;Only 0 to 100 values;Median of 7 elements;0.001
480;Non-decreasing;Median of 7 elements;0.001
490;Random;Median of 7 elements;0.001
490;Only 0 to 100 values;Median of 7 elements;0.001
490;Non-decreasing;Median of 7 elements;0.001
500;Random;Median of 7 elements;0.001
500;Only 0 to 100 values;Median of 7 elements;0.001
500;Non-decreasing;Median of 7 elements;0.001
510;Random;Median of 7 elements;0.000
510;Only 0 to 100 values;Median of 7 elements;0.001
510;Non-decreasing;Median of 7 elements;0.001
520;Random;Median of 7 elements;0.000
520;Only 0 to 100 values;Median of 7 elements;0.001
520;Non-decreasing;Median of 7 elements;0.001
530;Random;Median of 7 elements;0.001
530;Only 0 to 100 values;Median of 7 elements;0.001
530;Non-decreasing;Median of 7 elements;0.001
540;Random;Median of 7 elements;0.001
540;Only 0 to 100 values;Median of 7 elements;0.000
540;Non-decreasing;Median of 7 elements;0.001
550;Random;Median of 7 elements;0.001
550;Only 0 to 100 values;Median of 7 elements;0.001
550;Non-decreasing;Median of 7 elements;0.000
560;Random;Median of 7 elements;0.001
560;Only 0 to 100 values;Median of 7 elements;0.001
560;Non-decreasing;Median of 7 elements;0.001
570;Random;Median of 7 elements;0.001
570;Only 0 to 100 values;Median of 7 elements;0.001
570;Non-decreasing;Median of 7 elements;0.001
580;Random;Median of 7 elements;0.001
580;Only 0 to 100 values;Median of 7 elements;0.001
580;Non-decreasing;Median of 7 elements;0.001
590;Random;Median of 7 elements;0.001
590;Only 0 to 100 values;Median of 7 elements;0.001
590;Non-decreasing;Median of 7 elements;0.001
600;Random;Median of 7 elements;0.001
600;Only 0 to 100 values;Median of 7 elements;0.001
600;Non-decreasing;Median of 7 elements;0.001
610;Random;Median of 7 elements;0.001
610;Only 0 to 100 values;Median of 7 elements;0.001
610;Non-decreasing;Median of 7 elements;0.001
620;Random;Median of 7 elements;0.001
620;Only 0 to 100 values;Median of 7 elements;0.002
620;Non-decreasing;Median of 7 elements;0.001
630;Random;Median of 7 elements;0.000
630;Only 0 to 100 values;Median of 7 elements;0.001
630;Non-decreasing;Median of 7 elements;0.001
640;Random;Median of 7 elements;0.001
640;Only 0 to 100 values;Median of 7 elements;0.001
