Splay,novels/2.txt,approbation,13,7
BST,novels/2.txt,off,13,62
Splay,novels/2.txt,off,10,62
BST,novels/2.txt,have,13,842
Splay,novels/2.txt,have,5,842
BST,novels/2.txt,the,3,4331
Splay,novels/2.txt,the,5,4331
BST,novels/2.txt,very,5,487
Splay,novels/2.txt,very,10,487
BST,novels/2.txt,for,14,1060
Splay,novels/2.txt,for,10,1060
BST,novels/2.txt,were,8,566
Splay,novels/2.txt,were,3,566
BST,novels/2.txt,of,7,3611
Splay,novels/2.txt,of,8,3611
BST,novels/2.txt,of,7,3611
Splay,novels/2.txt,of,0,3611
BST,novels/2.txt,elizabeth,22,635
Splay,novels/2.txt,elizabeth,4,635
BST,novels/2.txt,position,19,1
Splay,novels/2.txt,position,25,1
BST,novels/2.txt,reprehensible,14,3
Splay,novels/2.txt,reprehensible,19,3
BST,novels/2.txt,which,8,539
Splay,novels/2.txt,which,8,539
BST,novels/2.txt,as,8,1181
Splay,novels/2.txt,as,10,1181
BST,novels/2.txt,many,11,119
Splay,novels/2.txt,many,19,119
BST,novels/2.txt,success,11,19
Splay,novels/2.txt,success,11,19
BST,novels/2.txt,of,7,3611
Splay,novels/2.txt,of,3,3611
BST,novels/2.txt,saw,11,103
Splay,novels/2.txt,saw,8,103
BST,novels/2.txt,i,12,2070
Splay,novels/2.txt,i,9,2070
BST,novels/2.txt,law,12,17
Splay,novels/2.txt,law,16,17
BST,novels/2.txt,when,9,374
Splay,novels/2.txt,when,6,374
BST,novels/2.txt,brother,14,79
Splay,novels/2.txt,brother,17,79
BST,novels/2.txt,for,14,1060
Splay,novels/2.txt,for,5,1060
BST,novels/2.txt,gone,14,62
Splay,novels/2.txt,gone,11,62
BST,novels/2.txt,to,5,4163
Splay,novels/2.txt,to,7,4163
BST,novels/2.txt,was,6,1846
Splay,novels/2.txt,was,8,1846
BST,novels/2.txt,to,5,4163
Splay,novels/2.txt,to,1,4163
BST,novels/2.txt,after,16,200
Splay,novels/2.txt,after,9,200
BST,novels/2.txt,returned,7,45
Splay,novels/2.txt,returned,24,45
BST,novels/2.txt,means,21,57
Splay,novels/2.txt,means,8,57
BST,novels/2.txt,us,7,123
Splay,novels/2.txt,us,9,123
BST,novels/2.txt,this,4,448
Splay,novels/2.txt,this,12,448
BST,novels/2.txt,very,5,487
Splay,novels/2.txt,very,2,487
BST,novels/2.txt,occasion,13,38
Splay,novels/2.txt,occasion,14,38
BST,novels/2.txt,he,12,1336
Splay,novels/2.txt,he,7,1336
BST,novels/2.txt,this,4,448
Splay,novels/2.txt,this,3,448
BST,novels/2.txt,painter,17,1
Splay,novels/2.txt,painter,24,1
BST,novels/2.txt,a,11,1949
Splay,novels/2.txt,a,3,1949
BST,novels/2.txt,it,6,1535
Splay,novels/2.txt,it,10,1535
BST,novels/2.txt,two,6,135
Splay,novels/2.txt,two,10,135
BST,novels/2.txt,not,11,1429
Splay,novels/2.txt,not,8,1429
BST,novels/2.txt,its,7,105
Splay,novels/2.txt,its,4,105
BST,novels/2.txt,just,8,73
Splay,novels/2.txt,just,13,73
BST,novels/2.txt,the,3,4331
Splay,novels/2.txt,the,8,4331
BST,novels/2.txt,a,11,1949
Splay,novels/2.txt,a,5,1949
BST,novels/2.txt,future,21,15
Splay,novels/2.txt,future,12,15
BST,novels/2.txt,pliancy,15,1
Splay,novels/2.txt,pliancy,21,1
BST,novels/2.txt,love,9,92
Splay,novels/2.txt,love,10,92
BST,novels/2.txt,not,11,1429
Splay,novels/2.txt,not,2,1429
BST,novels/2.txt,and,1,3585
Splay,novels/2.txt,and,7,3585
BST,novels/2.txt,life,12,56
Splay,novels/2.txt,life,13,56
BST,novels/2.txt,his,11,1271
Splay,novels/2.txt,his,8,1271
BST,novels/2.txt,well,5,224
Splay,novels/2.txt,well,12,224
BST,novels/2.txt,usual,15,34
Splay,novels/2.txt,usual,9,34
BST,novels/2.txt,and,1,3585
Splay,novels/2.txt,and,4,3585
BST,novels/3.txt,and,14,2976
Splay,novels/3.txt,and,1,2976
BST,novels/3.txt,elizabeth,15,92
Splay,novels/3.txt,elizabeth,14,92
BST,novels/3.txt,society,19,15
Splay,novels/3.txt,society,13,15
BST,novels/3.txt,towards,11,94
Splay,novels/3.txt,towards,12,94
BST,novels/3.txt,i,7,2850
Splay,novels/3.txt,i,7,2850
BST,novels/3.txt,arms,19,9
Splay,novels/3.txt,arms,13,9
BST,novels/3.txt,that,6,1018
Splay,novels/3.txt,that,9,1018
BST,novels/3.txt,the,2,4195
Splay,novels/3.txt,the,2,4195
BST,novels/3.txt,and,14,2976
Splay,novels/3.txt,and,3,2976
BST,novels/3.txt,not,8,510
Splay,novels/3.txt,not,12,510
BST,novels/3.txt,dead,9,23
Splay,novels/3.txt,dead,8,23
BST,novels/3.txt,pattered,19,1
Splay,novels/3.txt,pattered,15,1
BST,novels/3.txt,upon,10,126
Splay,novels/3.txt,upon,5,126
BST,novels/3.txt,i,7,2850
Splay,novels/3.txt,i,4,2850
BST,novels/3.txt,out,9,39
Splay,novels/3.txt,out,12,39
BST,novels/3.txt,ah,19,7
Splay,novels/3.txt,ah,10,7
BST,novels/3.txt,intended,16,6
Splay,novels/3.txt,intended,19,6
BST,novels/3.txt,the,2,4195
Splay,novels/3.txt,the,5,4195
BST,novels/3.txt,where,10,77
Splay,novels/3.txt,where,8,77
BST,novels/3.txt,cottage,17,51
Splay,novels/3.txt,cottage,25,51
BST,novels/3.txt,his,11,535
Splay,novels/3.txt,his,13,535
BST,novels/3.txt,that,6,1018
Splay,novels/3.txt,that,6,1018
BST,novels/3.txt,grasp,17,9
Splay,novels/3.txt,grasp,13,9
BST,novels/3.txt,did,10,119
Splay,novels/3.txt,did,9,119
BST,novels/3.txt,would,11,184
Splay,novels/3.txt,would,13,184
BST,novels/3.txt,joy,12,42
Splay,novels/3.txt,joy,18,42
BST,novels/3.txt,gazing,16,4
Splay,novels/3.txt,gazing,15,4
BST,novels/3.txt,with,6,667
Splay,novels/3.txt,with,7,667
BST,novels/3.txt,would,11,184
Splay,novels/3.txt,would,1,184
BST,novels/3.txt,unperceived,20,2
Splay,novels/3.txt,unperceived,17,2
BST,novels/3.txt,experienced,17,11
Splay,novels/3.txt,experienced,19,11
BST,novels/3.txt,demanded,15,4
Splay,novels/3.txt,demanded,13,4
BST,novels/3.txt,more,4,165
Splay,novels/3.txt,more,14,165
BST,novels/3.txt,awaiting,29,1
Splay,novels/3.txt,awaiting,18,1
BST,novels/3.txt,human,11,58
Splay,novels/3.txt,human,11,58
BST,novels/3.txt,me,4,868
Splay,novels/3.txt,me,6,868
BST,novels/3.txt,of,5,2642
Splay,novels/3.txt,of,8,2642
BST,novels/3.txt,that,6,1018
Splay,novels/3.txt,that,3,1018
BST,novels/3.txt,prayed,17,2
Splay,novels/3.txt,prayed,13,2
BST,novels/3.txt,an,12,211
Splay,novels/3.txt,an,12,211
BST,novels/3.txt,hours,12,34
Splay,novels/3.txt,hours,10,34
BST,novels/3.txt,my,5,1776
Splay,novels/3.txt,my,6,1776
BST,novels/3.txt,home,13,23
Splay,novels/3.txt,home,14,23
BST,novels/3.txt,friendship,8,7
Splay,novels/3.txt,friendship,11,7
BST,novels/3.txt,had,9,686
Splay,novels/3.txt,had,8,686
BST,novels/3.txt,they,8,210
Splay,novels/3.txt,they,17,210
BST,novels/3.txt,utter,18,11
Splay,novels/3.txt,utter,10,11
BST,novels/3.txt,the,2,4195
Splay,novels/3.txt,the,7,4195
BST,novels/3.txt,begin,26,6
Splay,novels/3.txt,begin,17,6
BST,novels/3.txt,sir,11,7
Splay,novels/3.txt,sir,20,7
BST,novels/3.txt,through,8,47
Splay,novels/3.txt,through,12,47
BST,novels/3.txt,faces,19,6
Splay,novels/3.txt,faces,17,6
BST,novels/3.txt,to,4,2094
Splay,novels/3.txt,to,3,2094
BST,novels/3.txt,at,21,317
Splay,novels/3.txt,at,8,317
BST,novels/3.txt,i,7,2850
Splay,novels/3.txt,i,14,2850
BST,novels/3.txt,to,4,2094
Splay,novels/3.txt,to,2,2094
BST,novels/3.txt,the,2,4195
Splay,novels/3.txt,the,4,4195
BST,novels/3.txt,contentment,11,2
Splay,novels/3.txt,contentment,23,2
BST,novels/3.txt,a,12,1391
Splay,novels/3.txt,a,8,1391
BST,novels/3.txt,views,21,3
Splay,novels/3.txt,views,25,3
BST,novels/3.txt,endured,9,23
Splay,novels/3.txt,endured,15,23
BST,novels/3.txt,the,2,4195
Splay,novels/3.txt,the,2,4195
BST,novels/3.txt,destruction,14,22
Splay,novels/3.txt,destruction,7,22
BST,novels/3.txt,his,11,535
Splay,novels/3.txt,his,9,535
BST,novels/3.txt,endure,13,18
Splay,novels/3.txt,endure,5,18
BST,novels/3.txt,my,5,1776
Splay,novels/3.txt,my,5,1776
BST,novels/3.txt,intense,15,7
Splay,novels/3.txt,intense,13,7
BST,novels/3.txt,falkland,23,1
Splay,novels/3.txt,falkland,14,1
BST,novels/3.txt,elizabeth,15,92
Splay,novels/3.txt,elizabeth,4,92
BST,novels/3.txt,and,14,2976
Splay,novels/3.txt,and,6,2976
BST,novels/3.txt,werter,12,5
Splay,novels/3.txt,werter,16,5
BST,novels/3.txt,was,11,1021
Splay,novels/3.txt,was,7,1021
BST,novels/3.txt,the,2,4195
Splay,novels/3.txt,the,4,4195
BST,novels/3.txt,who,8,174
Splay,novels/3.txt,who,10,174
BST,novels/3.txt,far,8,39
Splay,novels/3.txt,far,11,39
BST,novels/3.txt,was,11,1021
Splay,novels/3.txt,was,3,1021
BST,novels/3.txt,resolve,14,1
Splay,novels/3.txt,resolve,17,1
BST,novels/3.txt,my,5,1776
Splay,novels/3.txt,my,2,1776
BST,novels/3.txt,snake,18,1
Splay,novels/3.txt,snake,14,1
BST,novels/3.txt,to,4,2094
Splay,novels/3.txt,to,6,2094
BST,novels/3.txt,conversing,16,2
Splay,novels/3.txt,conversing,15,2
BST,novels/3.txt,and,14,2976
Splay,novels/3.txt,and,1,2976
BST,novels/3.txt,she,9,255
Splay,novels/3.txt,she,13,255
BST,novels/3.txt,reached,13,7
Splay,novels/3.txt,reached,18,7
BST,novels/3.txt,all,16,200
Splay,novels/3.txt,all,7,200
BST,novels/3.txt,the,2,4195
Splay,novels/3.txt,the,5,4195
BST,novels/3.txt,yet,6,152
Splay,novels/3.txt,yet,10,152
BST,novels/3.txt,southwards,17,3
Splay,novels/3.txt,southwards,21,3
BST,novels/3.txt,his,11,535
Splay,novels/3.txt,his,9,535
BST,novels/3.txt,of,5,2642
Splay,novels/3.txt,of,8,2642
BST,novels/3.txt,they,8,210
Splay,novels/3.txt,they,6,210
BST,novels/3.txt,he,9,608
Splay,novels/3.txt,he,11,608
BST,novels/3.txt,i,7,2850
Splay,novels/3.txt,i,6,2850
BST,novels/3.txt,your,5,252
Splay,novels/3.txt,your,4,252
BST,novels/3.txt,not,8,510
Splay,novels/3.txt,not,6,510
BST,novels/3.txt,fishing,12,5
Splay,novels/3.txt,fishing,15,5
BST,novels/3.txt,my,5,1776
Splay,novels/3.txt,my,4,1776
BST,novels/3.txt,geneva,12,36
Splay,novels/3.txt,geneva,16,36
BST,novels/3.txt,at,21,317
Splay,novels/3.txt,at,6,317
BST,novels/3.txt,can,7,93
Splay,novels/3.txt,can,11,93
BST,novels/4.txt,of,7,515
Splay,novels/4.txt,of,7,515
BST,novels/4.txt,great,12,39
Splay,novels/4.txt,great,9,39
BST,novels/4.txt,ll,8,57
Splay,novels/4.txt,ll,8,57
BST,novels/4.txt,sure,13,24
Splay,novels/4.txt,sure,8,24
BST,novels/4.txt,had,11,178
Splay,novels/4.txt,had,9,178
BST,novels/4.txt,only,17,50
Splay,novels/4.txt,only,8,50
BST,novels/4.txt,to,6,729
Splay,novels/4.txt,to,8,729
BST,novels/4.txt,at,9,212
Splay,novels/4.txt,at,14,212
BST,novels/4.txt,of,7,515
Splay,novels/4.txt,of,4,515
BST,novels/4.txt,give,14,12
Splay,novels/4.txt,give,11,12
BST,novels/4.txt,two,10,40
Splay,novels/4.txt,two,11,40
BST,novels/4.txt,one,14,104
Splay,novels/4.txt,one,7,104
BST,novels/4.txt,time,9,71
Splay,novels/4.txt,time,6,71
BST,novels/4.txt,to,6,729
Splay,novels/4.txt,to,2,729
BST,novels/4.txt,was,9,357
Splay,novels/4.txt,was,7,357
BST,novels/4.txt,them,12,88
Splay,novels/4.txt,them,7,88
BST,novels/4.txt,of,7,515
Splay,novels/4.txt,of,4,515
BST,novels/4.txt,his,14,96
Splay,novels/4.txt,his,10,96
BST,novels/4.txt,backs,14,1
Splay,novels/4.txt,backs,12,1
BST,novels/4.txt,my,15,58
Splay,novels/4.txt,my,17,58
BST,novels/4.txt,doubtfully,15,2
Splay,novels/4.txt,doubtfully,18,2
BST,novels/4.txt,they,11,152
Splay,novels/4.txt,they,12,152
BST,novels/4.txt,over,16,40
Splay,novels/4.txt,over,9,40
BST,novels/4.txt,not,12,145
Splay,novels/4.txt,not,8,145
BST,novels/4.txt,where,14,15
Splay,novels/4.txt,where,11,15
BST,novels/4.txt,are,11,54
Splay,novels/4.txt,are,11,54
BST,novels/4.txt,and,4,874
Splay,novels/4.txt,and,1,874
BST,novels/4.txt,come,12,46
Splay,novels/4.txt,come,15,46
BST,novels/4.txt,had,11,178
Splay,novels/4.txt,had,6,178
BST,novels/4.txt,that,5,315
Splay,novels/4.txt,that,13,315
BST,novels/4.txt,out,15,117
Splay,novels/4.txt,out,12,117
BST,novels/4.txt,him,14,43
Splay,novels/4.txt,him,9,43
BST,novels/4.txt,rabbit,5,53
Splay,novels/4.txt,rabbit,13,53
BST,novels/4.txt,they,11,152
Splay,novels/4.txt,they,3,152
BST,novels/4.txt,treacle,19,7
Splay,novels/4.txt,treacle,12,7
BST,novels/4.txt,the,3,1651
Splay,novels/4.txt,the,5,1651
BST,novels/4.txt,had,11,178
